"year","age","male","educ","log_nrooms","log_landval","n_business","prop_hhmig","prop_cmig","log_npop","prop_self","prop_agri","prop_lessminwage"
1988,43,0,6,1.098612,10.12879,1,0.8888889,0.1645849,9.680344,0.3279,0.26365,13.52272
1985,24,1,1,1.386294,0,0,0,0.140338,9.680344,0.3279,0.26365,13.7792
1990,20,1,5,1.609438,0,1,0,0.1829537,9.903487,0.2615,0.1547,13.18839
1990,22,1,6,1.609438,0,1,1,0.1829537,9.903487,0.2615,0.1547,13.18839
1975,17,1,6,0,0,1,0.6666667,0.0653931,9.305651,0.2496,0.37265,14.75543
1975,19,0,6,0,0,1,0,0.0653931,9.305651,0.2496,0.37265,14.75543
1987,20,0,6,0,0,1,0.6666667,0.1594416,9.680344,0.3279,0.26365,13.67292
1972,49,1,3,0,0,0,0,0.041881,9.305651,0.2496,0.37265,15.65455
1984,18,1,12,0,0,0,0.3333333,0.13446,9.680344,0.3279,0.26365,13.8887
1988,20,0,12,0,0,0,0.6666667,0.1645849,9.680344,0.3279,0.26365,13.52272
1984,24,1,18,0,0,0,0,0.13446,9.680344,0.3279,0.26365,13.8887
1979,18,1,6,0,0,0,0,0.1036003,9.305651,0.2496,0.37265,14.56347
1969,32,0,2,1.94591,0,0,0.0909091,0.0264511,8.699514,0.3065,0.543,14.63935
1969,20,1,4,1.94591,0,0,0.3636364,0.0264511,8.699514,0.3065,0.543,14.63935
1969,24,1,2,1.94591,0,0,0.3636364,0.0264511,8.699514,0.3065,0.543,14.63935
1973,20,1,4,1.94591,0,0,0.3636364,0.0455547,9.305651,0.2496,0.37265,15.62987
1973,26,0,2,1.94591,0,0,0.6363636,0.0455547,9.305651,0.2496,0.37265,15.62987
1973,30,0,2,1.94591,0,0,0.6363636,0.0455547,9.305651,0.2496,0.37265,15.62987
1974,19,0,11,1.94591,0,0,0.6363636,0.0551065,9.305651,0.2496,0.37265,14.87976
1975,34,1,2,1.94591,0,0,0.7272727,0.0653931,9.305651,0.2496,0.37265,14.75543
1976,37,0,2,1.94591,0,0,0.8181818,0.0742101,9.305651,0.2496,0.37265,14.82917
1979,28,0,11,1.94591,0,0,0.9090909,0.1036003,9.305651,0.2496,0.37265,14.56347
1973,15,1,6,0,0,0,0.25,0.0455547,9.305651,0.2496,0.37265,15.62987
1973,20,0,6,1.94591,0,0,1,0.0455547,9.305651,0.2496,0.37265,15.62987
1973,18,1,6,1.94591,0,0,1,0.0455547,9.305651,0.2496,0.37265,15.62987
1978,26,0,6,0,0,0,0.1666667,0.0940485,9.305651,0.2496,0.37265,14.94865
1978,23,0,6,0,0,0,0.5,0.0940485,9.305651,0.2496,0.37265,14.94865
1979,20,1,6,0,0,0,0.5,0.1036003,9.305651,0.2496,0.37265,14.56347
1980,26,1,6,0,0,0,0.6666667,0.1131521,9.680344,0.3279,0.26365,13.73002
1985,25,0,9,0,0,0,0.8333333,0.140338,9.680344,0.3279,0.26365,13.7792
1972,22,1,6,1.609438,0,0,0,0.041881,9.305651,0.2496,0.37265,15.65455
1979,17,1,8,2.484907,10.3801,0,0,0.1036003,9.305651,0.2496,0.37265,14.56347
1979,25,0,9,2.484907,10.3801,0,0.5,0.1036003,9.305651,0.2496,0.37265,14.56347
1983,23,0,16,2.484907,10.3801,0,0.5,0.1315209,9.680344,0.3279,0.26365,13.93506
1987,18,1,7,2.484907,10.3801,0,0.75,0.1594416,9.680344,0.3279,0.26365,13.67292
1989,19,1,9,0,0,0,0.3333333,0.1711977,9.680344,0.3279,0.26365,13.40105
1989,21,0,15,1.791759,0,0,1,0.1711977,9.680344,0.3279,0.26365,13.40105
1975,33,1,1,0,0,0,0,0.0653931,9.305651,0.2496,0.37265,14.75543
1976,32,1,4,0,0,0,0.2,0.0742101,9.305651,0.2496,0.37265,14.82917
1977,21,1,6,0,0,0,0.4,0.0822924,9.305651,0.2496,0.37265,14.94673
1979,33,1,4,0,0,0,0.6,0.1036003,9.305651,0.2496,0.37265,14.56347
1985,25,1,4,0,0,0,0.8,0.140338,9.680344,0.3279,0.26365,13.7792
1983,21,0,12,1.791759,0,0,0,0.1315209,9.680344,0.3279,0.26365,13.93506
1984,22,1,12,1.791759,0,0,0.1666667,0.13446,9.680344,0.3279,0.26365,13.8887
1989,22,1,12,1.791759,0,0,0.3333333,0.1711977,9.680344,0.3279,0.26365,13.40105
1989,47,0,2,1.791759,0,0,1,0.1711977,9.680344,0.3279,0.26365,13.40105
1989,24,0,12,1.791759,0,0,1,0.1711977,9.680344,0.3279,0.26365,13.40105
1989,18,0,8,1.791759,0,0,1,0.1711977,9.680344,0.3279,0.26365,13.40105
1986,18,1,11,0,0,0,0,0.1484203,9.680344,0.3279,0.26365,13.90484
1984,39,1,9,0,0,0,0,0.13446,9.680344,0.3279,0.26365,13.8887
1973,17,1,5,0,0,0,0,0.0455547,9.305651,0.2496,0.37265,15.62987
1977,22,0,9,0,0,0,1,0.0822924,9.305651,0.2496,0.37265,14.94673
1977,22,1,9,0,0,0,0,0.0822924,9.305651,0.2496,0.37265,14.94673
1979,20,1,11,0,0,0,0,0.1036003,9.305651,0.2496,0.37265,14.56347
1974,20,1,8,0,0,0,0.5,0.0551065,9.305651,0.2496,0.37265,14.87976
1978,19,1,6,0,0,0,0,0.0940485,9.305651,0.2496,0.37265,14.94865
1985,23,0,12,0,0,0,0.5,0.140338,9.680344,0.3279,0.26365,13.7792
1971,23,1,5,0,0,0,0,0.0337987,9.305651,0.2496,0.37265,14.96652
1971,20,0,6,0,0,0,0.5,0.0337987,9.305651,0.2496,0.37265,14.96652
1974,29,0,6,0,0,0,0.5,0.0551065,9.305651,0.2496,0.37265,14.87976
1971,17,1,9,0,0,0,0,0.0337987,9.305651,0.2496,0.37265,14.96652
1969,21,0,3,0,0,0,0,0.0264511,8.699514,0.3065,0.543,14.63935
1972,23,1,6,0,0,0,0.5,0.041881,9.305651,0.2496,0.37265,15.65455
1978,19,1,10,0,0,0,0,0.0940485,9.305651,0.2496,0.37265,14.94865
1970,20,1,6,0,0,0,0,0.0293902,9.305651,0.2496,0.37265,14.69026
1974,19,0,3,0,0,0,0.5,0.0551065,9.305651,0.2496,0.37265,14.87976
1974,34,0,6,0,0,0,0.5,0.0551065,9.305651,0.2496,0.37265,14.87976
1968,20,1,10,0,0,0,0,0.0235121,8.699514,0.3065,0.543,14.54793
1970,19,0,6,0,0,0,0.5,0.0293902,9.305651,0.2496,0.37265,14.69026
1971,19,1,6,0,11.58405,0,0,0.0337987,9.305651,0.2496,0.37265,14.96652
1981,24,0,6,0,11.58405,0,0.5,0.1219691,9.680344,0.3279,0.26365,13.62066
1973,16,1,9,0,0,0,0.25,0.0455547,9.305651,0.2496,0.37265,15.62987
1974,46,0,0,0,0,0,0.5,0.0551065,9.305651,0.2496,0.37265,14.87976
1974,15,0,9,0,0,0,1,0.0551065,9.305651,0.2496,0.37265,14.87976
1985,19,1,12,0,0,0,0,0.140338,9.680344,0.3279,0.26365,13.7792
1977,32,1,0,1.386294,0,0,0,0.0822924,9.305651,0.2496,0.37265,14.94673
1977,26,0,3,1.386294,0,0,1,0.0822924,9.305651,0.2496,0.37265,14.94673
1971,26,0,4,0,0,0,0.5,0.0337987,9.305651,0.2496,0.37265,14.96652
1970,27,1,4,0,0,0,0,0.0293902,9.305651,0.2496,0.37265,14.69026
1972,26,0,6,0,0,0,0.5,0.041881,9.305651,0.2496,0.37265,15.65455
1990,22,1,5,0,0,0,0,0.1878613,9.392662,0.3648,0.32715,13.18839
1988,24,1,1,1.098612,0,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1980,27,1,4,0,11.03789,0,0,0.074422,9.305651,0.3807,0.4415,13.73002
1990,18,0,12,0,11.03789,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1980,49,1,0,1.098612,0,0,0,0.074422,9.305651,0.3807,0.4415,13.73002
1975,23,1,4,0,0,0,0.1666667,0.0375723,8.699514,0.353,0.55585,14.75543
1976,31,1,6,0,0,1,0.3333333,0.0469653,8.699514,0.353,0.55585,14.82917
1977,29,1,0,0,0,1,0.5,0.0541908,8.699514,0.353,0.55585,14.94673
1981,18,1,6,0,0,1,1,0.083815,9.305651,0.3807,0.4415,13.62066
1981,25,1,6,1.386294,9.435683,1,0.6666667,0.083815,9.305651,0.3807,0.4415,13.62066
1975,15,1,4,0,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1985,29,1,4,0,0,0,0.1666667,0.1134393,9.305651,0.3807,0.4415,13.7792
1985,21,0,6,0,0,0,0.5,0.1134393,9.305651,0.3807,0.4415,13.7792
1986,20,1,3,0,0,0,0.8333333,0.1264451,9.305651,0.3807,0.4415,13.90484
1986,18,1,3,1.609438,0,0,0.5,0.1264451,9.305651,0.3807,0.4415,13.90484
1988,30,0,6,1.609438,0,0,0.8333333,0.1473988,9.305651,0.3807,0.4415,13.52272
1987,19,1,8,1.098612,0,0,0,0.1358382,9.305651,0.3807,0.4415,13.67292
1988,18,1,9,1.098612,0,0,0.5,0.1473988,9.305651,0.3807,0.4415,13.52272
1973,55,0,1,1.098612,9.841122,0,0,0.0317919,8.699514,0.353,0.55585,15.62987
1985,17,0,6,0,0,0,0,0.1134393,9.305651,0.3807,0.4415,13.7792
1973,15,0,5,0,0,0,0,0.0317919,8.699514,0.353,0.55585,15.62987
1978,23,0,7,0,0,0,0.1666667,0.058526,8.699514,0.353,0.55585,14.94865
1980,42,0,1,0,0,0,0.3333333,0.074422,9.305651,0.3807,0.4415,13.73002
1980,16,0,6,0,0,0,0.6666667,0.074422,9.305651,0.3807,0.4415,13.73002
1987,20,1,11,0,0,0,0.6666667,0.1358382,9.305651,0.3807,0.4415,13.67292
1990,20,1,11,0,0,0,0.8333333,0.1878613,9.392662,0.3648,0.32715,13.18839
1976,27,1,6,0,11.39671,0,0,0.0469653,8.699514,0.353,0.55585,14.82917
1970,20,1,0,1.609438,0,0,0,0.0267341,8.699514,0.353,0.55585,14.69026
1981,27,1,5,1.609438,0,0,0.1428571,0.083815,9.305651,0.3807,0.4415,13.62066
1982,22,0,6,1.609438,0,0,0.2857143,0.0895954,9.305651,0.3807,0.4415,13.776
1988,26,0,6,1.609438,0,0,0.4285714,0.1473988,9.305651,0.3807,0.4415,13.52272
1988,24,1,9,1.609438,0,0,0.7142857,0.1473988,9.305651,0.3807,0.4415,13.52272
1990,60,0,0,1.609438,0,0,0.7142857,0.1878613,9.392662,0.3648,0.32715,13.18839
1990,24,1,6,1.609438,0,0,1,0.1878613,9.392662,0.3648,0.32715,13.18839
1980,22,1,1,0,0,0,0,0.074422,9.305651,0.3807,0.4415,13.73002
1978,23,1,9,0,0,0,0,0.058526,8.699514,0.353,0.55585,14.94865
1980,25,0,3,0,0,0,0.5,0.074422,9.305651,0.3807,0.4415,13.73002
1969,18,1,6,0,0,0,0,0.0223988,7.600903,0.4653,0.6488,14.63935
1982,31,0,16,0,0,0,0.5,0.0895954,9.305651,0.3807,0.4415,13.776
1971,18,1,2,0,0,0,0.1666667,0.0289017,8.699514,0.353,0.55585,14.96652
1984,28,1,9,1.609438,0,1,0.3333333,0.1054913,9.305651,0.3807,0.4415,13.8887
1986,24,1,12,1.609438,0,1,0.5,0.1264451,9.305651,0.3807,0.4415,13.90484
1987,21,0,9,1.609438,0,1,1,0.1358382,9.305651,0.3807,0.4415,13.67292
1987,21,1,9,1.609438,0,1,0.6666667,0.1358382,9.305651,0.3807,0.4415,13.67292
1986,22,1,9,1.609438,0,0,0,0.1264451,9.305651,0.3807,0.4415,13.90484
1987,19,1,9,1.609438,0,0,0.3333333,0.1358382,9.305651,0.3807,0.4415,13.67292
1987,21,1,12,1.609438,0,0,1,0.1358382,9.305651,0.3807,0.4415,13.67292
1986,15,1,9,1.609438,12.4886,0,0,0.1264451,9.305651,0.3807,0.4415,13.90484
1988,21,0,13,1.609438,12.4886,0,0.5,0.1473988,9.305651,0.3807,0.4415,13.52272
1989,20,1,9,0,10.39389,0,0,0.1654624,9.305651,0.3807,0.4415,13.40105
1975,24,1,3,0,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1982,60,1,3,0,0,0,0.5,0.0895954,9.305651,0.3807,0.4415,13.776
1984,22,1,1,2.197225,0,1,0,0.1054913,9.305651,0.3807,0.4415,13.8887
1986,17,1,9,2.197225,0,1,0.25,0.1264451,9.305651,0.3807,0.4415,13.90484
1988,16,0,1,2.197225,0,1,0.5,0.1473988,9.305651,0.3807,0.4415,13.52272
1990,18,1,9,2.197225,0,1,0.75,0.1878613,9.392662,0.3648,0.32715,13.18839
1988,34,1,3,0,0,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1977,43,1,2,0,10.05469,0,0,0.0541908,8.699514,0.353,0.55585,14.94673
1984,22,1,10,0,10.05469,0,0.1666667,0.1054913,9.305651,0.3807,0.4415,13.8887
1988,18,0,9,1.386294,10.05469,0,0.3333333,0.1473988,9.305651,0.3807,0.4415,13.52272
1989,15,0,9,1.386294,10.05469,0,0.8333333,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,17,1,9,1.386294,10.05469,0,0.5,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,26,1,18,1.386294,10.05469,0,0.8333333,0.1878613,9.392662,0.3648,0.32715,13.18839
1985,17,1,9,2.564949,10.75738,0,0,0.1134393,9.305651,0.3807,0.4415,13.7792
1987,18,1,9,2.564949,10.75738,0,0.3333333,0.1358382,9.305651,0.3807,0.4415,13.67292
1988,17,1,8,2.564949,10.75738,0,0.6666667,0.1473988,9.305651,0.3807,0.4415,13.52272
1975,24,1,2,0,0,0,0.6666667,0.0375723,8.699514,0.353,0.55585,14.75543
1988,26,1,5,1.791759,0,1,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1983,24,1,9,0,0,0,0,0.0989884,9.305651,0.3807,0.4415,13.93506
1982,23,1,6,0,0,0,0,0.0895954,9.305651,0.3807,0.4415,13.776
1975,17,0,6,0,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1989,39,1,3,1.098612,0,0,0,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,20,1,6,0,0,0,0,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,23,1,1,0,0,0,0.7142857,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,18,0,6,0,0,0,0.7142857,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,25,1,1,0,0,0,0.7142857,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,19,1,6,0,0,0,0.7142857,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,20,0,5,0,0,0,1,0.1878613,9.392662,0.3648,0.32715,13.18839
1990,17,0,6,0,0,0,0.7142857,0.1878613,9.392662,0.3648,0.32715,13.18839
1978,25,1,9,1.386294,9.435683,0,0,0.058526,8.699514,0.353,0.55585,14.94865
1989,18,1,6,1.386294,9.435683,0,0,0.1654624,9.305651,0.3807,0.4415,13.40105
1980,30,1,2,0.6931472,10.9397,0,0,0.074422,9.305651,0.3807,0.4415,13.73002
1982,22,1,1,0.6931472,10.9397,0,0.2,0.0895954,9.305651,0.3807,0.4415,13.776
1983,19,1,6,0.6931472,10.9397,0,0.4,0.0989884,9.305651,0.3807,0.4415,13.93506
1983,21,1,1,0.6931472,10.9397,0,0.8,0.0989884,9.305651,0.3807,0.4415,13.93506
1990,20,1,2,0.6931472,10.9397,0,0.8,0.1878613,9.392662,0.3648,0.32715,13.18839
1983,22,1,9,1.098612,0,1,0,0.0989884,9.305651,0.3807,0.4415,13.93506
1989,16,1,9,1.098612,0,1,0.3333333,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,52,1,0,1.791759,0,1,0.6666667,0.1878613,9.392662,0.3648,0.32715,13.18839
1981,17,1,6,0,0,0,0,0.083815,9.305651,0.3807,0.4415,13.62066
1988,19,1,9,1.609438,9.361581,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1990,20,0,10,1.609438,9.361581,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1981,17,1,6,0,0,0,0,0.083815,9.305651,0.3807,0.4415,13.62066
1970,34,1,3,0,0,0,0,0.0267341,8.699514,0.353,0.55585,14.69026
1990,17,0,3,0,0,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1979,25,1,0,0,0,0,0,0.0671965,8.699514,0.353,0.55585,14.56347
1984,24,1,10,0,0,0,0,0.1054913,9.305651,0.3807,0.4415,13.8887
1990,28,1,5,0,0,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1980,30,1,0,0,0,0,0,0.074422,9.305651,0.3807,0.4415,13.73002
1978,20,1,6,1.386294,0,0,0,0.058526,8.699514,0.353,0.55585,14.94865
1982,19,1,6,1.386294,0,0,0.2,0.0895954,9.305651,0.3807,0.4415,13.776
1985,33,1,6,1.386294,0,0,0.4,0.1134393,9.305651,0.3807,0.4415,13.7792
1987,32,0,0,1.386294,0,0,0.6,0.1358382,9.305651,0.3807,0.4415,13.67292
1990,41,0,3,1.386294,0,0,0.8,0.1878613,9.392662,0.3648,0.32715,13.18839
1989,20,1,10,0,0,0,0.75,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,27,1,9,1.386294,0,1,0.25,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,23,1,9,1.386294,0,1,0.75,0.1878613,9.392662,0.3648,0.32715,13.18839
1985,23,1,12,0,0,0,0,0.1134393,9.305651,0.3807,0.4415,13.7792
1976,18,1,6,0,0,0,0,0.0469653,8.699514,0.353,0.55585,14.82917
1979,16,0,10,0,0,0,0.5,0.0671965,8.699514,0.353,0.55585,14.56347
1990,18,1,5,1.386294,0,1,1,0.1878613,9.392662,0.3648,0.32715,13.18839
1990,20,1,3,1.386294,0,1,0,0.1878613,9.392662,0.3648,0.32715,13.18839
1979,28,1,2,1.098612,0,0,0,0.0671965,8.699514,0.353,0.55585,14.56347
1978,20,1,2,0,0,0,0,0.058526,8.699514,0.353,0.55585,14.94865
1982,24,1,3,0,0,0,0,0.0895954,9.305651,0.3807,0.4415,13.776
1966,15,0,1,0,0,0,0.25,0.0187861,7.600903,0.4653,0.6488,14.2437
1980,16,1,1,0,0,0,0.5,0.074422,9.305651,0.3807,0.4415,13.73002
1988,20,1,11,0,0,0,0.75,0.1473988,9.305651,0.3807,0.4415,13.52272
1976,24,1,3,1.609438,8.742616,0,0,0.0469653,8.699514,0.353,0.55585,14.82917
1978,20,0,6,1.609438,8.742616,0,0.5,0.058526,8.699514,0.353,0.55585,14.94865
1990,20,1,9,0,0,0,0,0.1878613,9.392662,0.3648,0.32715,13.18839
1978,20,0,3,1.386294,10.12879,0,0,0.058526,8.699514,0.353,0.55585,14.94865
1978,18,1,6,1.386294,10.12879,0,0.2857143,0.058526,8.699514,0.353,0.55585,14.94865
1981,25,1,0,1.386294,10.12879,0,0.2857143,0.083815,9.305651,0.3807,0.4415,13.62066
1984,32,1,2,1.386294,10.12879,0,0.4285714,0.1054913,9.305651,0.3807,0.4415,13.8887
1984,20,0,3,1.386294,10.12879,0,0.8571429,0.1054913,9.305651,0.3807,0.4415,13.8887
1984,58,0,0,1.386294,10.12879,0,0.8571429,0.1054913,9.305651,0.3807,0.4415,13.8887
1985,23,1,2,1.386294,10.12879,0,0.8571429,0.1134393,9.305651,0.3807,0.4415,13.7792
1978,19,0,5,0,0,0,0.1428571,0.058526,8.699514,0.353,0.55585,14.94865
1979,16,0,3,0,11.36091,0,0.5714286,0.0671965,8.699514,0.353,0.55585,14.56347
1979,18,1,3,0,11.36091,0,0.2857143,0.0671965,8.699514,0.353,0.55585,14.56347
1986,21,0,5,0,11.36091,0,0.5714286,0.1264451,9.305651,0.3807,0.4415,13.90484
1988,20,0,6,1.791759,11.36091,0,0.7142857,0.1473988,9.305651,0.3807,0.4415,13.52272
1988,16,1,6,1.791759,11.36091,0,1,0.1473988,9.305651,0.3807,0.4415,13.52272
1977,25,1,3,1.791759,0,0,0,0.0541908,8.699514,0.353,0.55585,14.94673
1989,17,1,11,1.098612,0,0,0,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,19,0,11,1.098612,0,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1974,17,1,1,1.386294,0,0,0,0.0354046,8.699514,0.353,0.55585,14.87976
1972,25,0,1,0,9.767017,0,0,0.0303468,8.699514,0.353,0.55585,15.65455
1990,29,0,6,0,9.767017,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1974,35,0,0,0,0,0,0.5,0.0354046,8.699514,0.353,0.55585,14.87976
1975,17,1,3,0,0,0,0.125,0.0375723,8.699514,0.353,0.55585,14.75543
1978,17,0,4,0,0,1,0.25,0.058526,8.699514,0.353,0.55585,14.94865
1978,27,1,0,0,0,1,0.5,0.058526,8.699514,0.353,0.55585,14.94865
1979,29,1,0,0,0,1,0.5,0.0671965,8.699514,0.353,0.55585,14.56347
1979,23,0,4,0,0,1,0.75,0.0671965,8.699514,0.353,0.55585,14.56347
1990,41,1,0,0,0,1,1,0.1878613,9.392662,0.3648,0.32715,13.18839
1990,18,0,4,1.098612,0,1,0.75,0.1878613,9.392662,0.3648,0.32715,13.18839
1985,19,0,8,2.397895,10.27782,0,0.3333333,0.1134393,9.305651,0.3807,0.4415,13.7792
1985,23,1,9,2.397895,10.27782,0,0,0.1134393,9.305651,0.3807,0.4415,13.7792
1989,21,0,7,2.397895,10.27782,0,0.8333333,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,30,0,6,2.397895,10.27782,0,0.3333333,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,19,1,9,2.397895,10.27782,0,0.8333333,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,16,1,9,2.397895,10.27782,0,0.8333333,0.1878613,9.392662,0.3648,0.32715,13.18839
1976,20,1,3,0,0,0,0.1666667,0.0469653,8.699514,0.353,0.55585,14.82917
1982,24,0,0,1.94591,0,1,0.3333333,0.0895954,9.305651,0.3807,0.4415,13.776
1987,23,1,9,1.94591,0,1,0.5,0.1358382,9.305651,0.3807,0.4415,13.67292
1989,19,0,6,1.94591,0,1,0.6666667,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,17,1,6,1.94591,0,1,1,0.1654624,9.305651,0.3807,0.4415,13.40105
1983,15,0,4,1.609438,0,0,0,0.0989884,9.305651,0.3807,0.4415,13.93506
1985,16,0,6,1.609438,0,0,0.1428571,0.1134393,9.305651,0.3807,0.4415,13.7792
1987,23,1,8,1.609438,0,0,0.2857143,0.1358382,9.305651,0.3807,0.4415,13.67292
1989,16,0,6,1.609438,0,0,0.8571429,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,40,0,4,1.609438,0,0,0.4285714,0.1654624,9.305651,0.3807,0.4415,13.40105
1989,18,1,4,1.609438,0,0,0.8571429,0.1654624,9.305651,0.3807,0.4415,13.40105
1990,16,0,8,1.609438,0,0,0.8571429,0.1878613,9.392662,0.3648,0.32715,13.18839
1982,34,1,3,2.564949,0,1,0,0.0895954,9.305651,0.3807,0.4415,13.776
1986,17,0,9,2.564949,0,1,0.5,0.1264451,9.305651,0.3807,0.4415,13.90484
1973,40,1,0,1.098612,0,0,0,0.0317919,8.699514,0.353,0.55585,15.62987
1987,19,1,12,1.098612,0,0,0.75,0.1358382,9.305651,0.3807,0.4415,13.67292
1987,21,0,6,1.098612,0,0,0.25,0.1358382,9.305651,0.3807,0.4415,13.67292
1990,18,1,9,1.098612,0,0,0.75,0.1878613,9.392662,0.3648,0.32715,13.18839
1986,33,1,6,1.386294,0,0,0,0.1264451,9.305651,0.3807,0.4415,13.90484
1988,29,1,9,1.098612,0,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1984,18,0,9,0,0,0,0,0.1054913,9.305651,0.3807,0.4415,13.8887
1970,15,1,0,0,0,0,0,0.0267341,8.699514,0.353,0.55585,14.69026
1972,21,1,3,0,0,0,0,0.0303468,8.699514,0.353,0.55585,15.65455
1975,26,1,0,1.609438,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1990,18,1,6,1.609438,0,0,0.5,0.1878613,9.392662,0.3648,0.32715,13.18839
1975,30,1,6,0,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1979,27,1,6,0,0,0,0.4,0.0671965,8.699514,0.353,0.55585,14.56347
1985,27,1,12,1.609438,0,1,1,0.1134393,9.305651,0.3807,0.4415,13.7792
1985,31,1,5,1.609438,0,1,0.6,0.1134393,9.305651,0.3807,0.4415,13.7792
1969,19,1,6,0,0,0,0,0.0223988,7.600903,0.4653,0.6488,14.63935
1968,18,1,6,1.609438,0,0,0.25,0.0202312,7.600903,0.4653,0.6488,14.54793
1982,22,1,16,1.609438,0,0,0.5,0.0895954,9.305651,0.3807,0.4415,13.776
1985,19,1,13,1.609438,0,0,0.75,0.1134393,9.305651,0.3807,0.4415,13.7792
1987,25,1,12,1.609438,10.46014,0,0,0.1358382,9.305651,0.3807,0.4415,13.67292
1988,20,1,12,1.609438,0,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1976,34,1,3,1.386294,8.66852,0,0,0.0469653,8.699514,0.353,0.55585,14.82917
1987,20,1,9,1.386294,8.66852,0,0.3333333,0.1358382,9.305651,0.3807,0.4415,13.67292
1989,38,0,2,1.386294,8.66852,0,0.6666667,0.1654624,9.305651,0.3807,0.4415,13.40105
1969,28,0,4,0,10.27782,0,0.1666667,0.0223988,7.600903,0.4653,0.6488,14.63935
1976,19,0,13,1.609438,10.27782,0,0.3333333,0.0469653,8.699514,0.353,0.55585,14.82917
1985,15,1,9,1.609438,10.27782,0,0.5,0.1134393,9.305651,0.3807,0.4415,13.7792
1988,15,0,9,1.609438,10.27782,0,0.6666667,0.1473988,9.305651,0.3807,0.4415,13.52272
1988,21,0,15,1.609438,10.27782,0,1,0.1473988,9.305651,0.3807,0.4415,13.52272
1986,28,0,5,1.098612,0,0,0,0.1264451,9.305651,0.3807,0.4415,13.90484
1990,23,1,17,1.94591,8.742616,1,1,0.1878613,9.392662,0.3648,0.32715,13.18839
1990,25,0,12,1.94591,8.742616,1,0,0.1878613,9.392662,0.3648,0.32715,13.18839
1975,20,1,4,0,0,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1974,21,1,6,0,0,0,0,0.0354046,8.699514,0.353,0.55585,14.87976
1984,61,1,0,0,0,0,0,0.1054913,9.305651,0.3807,0.4415,13.8887
1985,27,1,18,0,0,0,0,0.1134393,9.305651,0.3807,0.4415,13.7792
1975,27,1,2,0,9.361581,0,0,0.0375723,8.699514,0.353,0.55585,14.75543
1989,16,0,5,0,9.361581,0,0.5,0.1654624,9.305651,0.3807,0.4415,13.40105
1976,15,0,9,1.386294,0,0,0,0.0469653,8.699514,0.353,0.55585,14.82917
1983,21,1,3,1.386294,0,0,0.2,0.0989884,9.305651,0.3807,0.4415,13.93506
1984,20,0,1,1.386294,0,0,0.4,0.1054913,9.305651,0.3807,0.4415,13.8887
1985,19,0,4,1.386294,0,0,0.6,0.1134393,9.305651,0.3807,0.4415,13.7792
1989,48,0,2,1.386294,0,0,0.8,0.1654624,9.305651,0.3807,0.4415,13.40105
1969,27,1,6,1.098612,0,0,0.5,0.0223988,7.600903,0.4653,0.6488,14.63935
1969,19,1,9,1.098612,0,0,1,0.0223988,7.600903,0.4653,0.6488,14.63935
1988,42,1,3,1.609438,9.435683,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1971,17,1,3,0,0,0,0,0.0289017,8.699514,0.353,0.55585,14.96652
1988,27,1,6,1.098612,10.27782,0,0,0.1473988,9.305651,0.3807,0.4415,13.52272
1968,25,0,6,1.098612,0,0,0,0.0202312,7.600903,0.4653,0.6488,14.54793
1983,36,1,1,1.098612,0,0,0.3333333,0.0989884,9.305651,0.3807,0.4415,13.93506
