id,world_id,country_code,country,web,visit,purchase,download
2589,9,5,Australia,5,2,1,6
2590,1,1,United States,5,2,1,7
2594,1,1,United States,5,2,0,0
2607,1,2,United Kingdom,4,1,0,5
2608,9,1,United States,5,1,1,0
2609,9,1,United States,4,1,1,0
2620,9,1,United States,4,3,1,62
2624,9,1,United States,5,3,1,0
2625,1,1,United States,4,2,1,10
2630,9,1,United States,4,2,1,0
2631,9,1,United States,3,1,0,0
2632,1,2,United Kingdom,4,1,1,5
2637,9,1,United States,5,3,1,0
2639,9,3,Canada,5,2,1,2
2641,1,1,United States,4,3,1,3
2642,1,1,United States,4,0,1,0
2645,9,1,United States,3,3,0,6
2648,9,1,United States,4,3,1,0
2651,1,1,United States,4,0,0,0
2657,9,1,United States,5,1,1,9
2660,1,1,United States,5,3,1,0
2664,1,1,United States,4,2,0,0
2665,9,1,United States,5,1,1,1
2668,1,1,United States,5,0,1,100
2672,1,1,United States,4,1,1,0
2682,9,1,United States,4,1,1,0
2685,9,1,United States,5,2,1,10
2686,9,1,United States,5,1,1,15
2688,9,1,United States,5,2,0,1
2690,1,1,United States,4,1,0,0
2691,9,1,United States,4,3,1,0
2695,9,1,United States,5,1,1,200
2696,1,1,United States,5,1,1,0
2698,9,1,United States,5,3,1,30
2704,9,5,Singapore,5,2,1,10
2705,1,1,United States,5,2,1,6
2706,1,1,United States,4,3,1,50
2713,1,1,United States,4,3,0,8
2716,9,5,Australia,4,3,1,5
2722,1,5,Japan,5,3,0,20
2723,1,5,Netherlands,4,3,1,10
2730,1,1,United States,5,3,1,3
2731,9,5,Portugal,4,0,1,0
2732,9,1,United States,5,0,0,0
2734,9,1,United States,4,3,1,20
2735,1,3,Canada,4,3,1,0
2736,1,1,United States,5,3,1,0
2740,9,1,United States,5,2,1,2
2741,9,1,United States,5,3,0,0
2745,1,1,United States,5,2,1,20
2747,9,1,United States,5,1,0,0
2753,1,1,United States,5,1,1,0
2756,1,1,United States,4,3,0,15
2758,9,1,United States,5,2,1,25
2764,9,1,United States,5,1,1,0
2769,9,1,United States,5,3,0,60
2772,1,5,Saint Kitts & Nevis,4,1,1,0
2775,9,2,United Kingdom,5,2,1,0
2777,9,1,United States,5,3,1,0
2778,1,1,United States,5,1,1,2
2783,9,1,United States,5,1,1,0
2786,9,1,United States,5,0,0,10
2789,9,1,United States,4,3,1,5
2790,9,1,United States,5,3,1,200
2791,9,1,United States,5,3,1,10
2794,1,1,United States,5,1,1,17
2797,1,1,United States,5,3,1,0
2798,1,1,United States,4,3,1,8
2803,1,3,Canada,3,1,1,5
2804,9,3,Canada,5,1,1,10
2805,1,1,United States,4,1,1,5
2809,1,1,United States,5,3,1,500
2811,9,1,United States,5,1,0,10
2813,9,1,United States,4,3,1,0
2815,9,2,United Kingdom,5,2,1,0
2816,9,1,United States,5,0,1,0
2822,9,1,United States,5,3,1,1000
2825,1,1,United States,5,3,1,500
2826,9,1,United States,4,3,1,30
2827,9,1,United States,5,1,0,50
2831,9,1,United States,5,3,1,25
2833,9,1,United States,5,3,1,0
2834,1,1,United States,5,2,1,5
2839,9,1,United States,5,0,1,0
2841,1,1,United States,5,3,1,25
2843,9,1,United States,4,2,0,0
2846,1,1,United States,5,2,0,28
2856,1,1,United States,5,3,1,0
2860,9,5,Portugal,5,1,1,10
2865,1,1,United States,5,1,1,0
2876,9,1,United States,5,1,1,2
2880,1,1,United States,4,2,1,1000
2885,1,5,Germany,5,1,1,20
2897,1,1,United States,4,3,1,0
2899,1,1,United States,4,1,1,1
2902,9,1,United States,4,3,1,35
2906,1,1,United States,5,3,1,14
2908,9,1,United States,5,1,0,2
2910,1,1,United States,5,0,1,50
2916,1,1,United States,4,2,0,0
2918,1,1,United States,3,2,1,0
2923,1,1,United States,5,2,1,15
2924,9,1,United States,4,3,1,20
2925,1,1,United States,5,3,1,5
2926,9,1,United States,4,1,0,0
2927,9,1,United States,5,1,1,0
2934,1,2,United Kingdom,5,0,0,100
2935,9,1,United States,5,3,0,20
2937,1,5,Portugal,4,3,1,0
2942,1,1,United States,4,0,0,0
2943,9,1,United States,4,3,1,20
2944,9,1,United States,4,3,0,10
2949,1,1,United States,4,2,1,0
2951,9,1,United States,5,1,0,0
2955,9,1,United States,4,1,1,0
2959,1,1,United States,4,3,1,30
2962,9,1,United States,4,3,1,0
2963,9,1,United States,4,0,1,0
2966,9,1,United States,5,0,0,0
2970,9,1,United States,5,1,1,15
2973,9,5,Albania,1,3,0,0
2979,9,1,United States,4,3,1,30
2982,9,1,United States,5,2,1,0
2984,1,1,United States,5,1,1,0
2989,9,5,Japan,5,3,1,200
2992,9,1,United States,5,2,1,50
2993,9,1,United States,3,1,0,10
2994,9,1,United States,4,0,1,2
2999,9,1,United States,5,2,1,50
3007,9,1,United States,5,1,1,2
3009,9,1,United States,4,0,0,0
3010,1,1,United States,4,2,1,100
3012,9,1,United States,5,1,1,12
3015,9,1,United States,5,2,1,0
3020,9,1,United States,5,1,1,2
3025,9,1,United States,5,3,1,0
3026,9,5,Korea,4,1,1,1
3033,9,1,United States,5,2,1,10
3036,9,1,United States,4,1,1,30
3041,9,1,United States,5,3,1,60
3042,9,1,United States,5,3,1,5
3045,9,1,United States,4,1,1,0
3047,9,1,United States,4,2,1,5
3059,1,1,United States,5,1,0,2
3062,1,1,United States,5,1,1,0
3065,9,1,United States,4,2,0,0
3069,9,1,United States,5,3,1,20
3072,9,1,United States,5,1,1,0
3076,9,1,United States,5,2,1,30
3077,1,1,United States,5,1,1,15
3090,1,1,United States,5,3,1,9
3091,1,5,Nepal,5,3,1,0
3094,9,2,United Kingdom,5,0,0,10
3097,9,1,United States,5,1,0,0
3099,1,1,United States,5,2,0,2
3105,1,1,United States,5,2,0,0
3110,9,1,United States,5,1,1,2
3112,9,5,Puerto Rico,5,2,1,0
3118,9,1,United States,5,3,1,0
3121,9,1,United States,5,0,1,0
3122,9,1,United States,4,1,1,10
3125,1,1,United States,5,1,1,0
3127,9,1,United States,5,2,1,10
3133,9,1,United States,4,3,1,50
3137,1,1,United States,4,1,1,0
3139,9,1,United States,5,1,1,0
3144,9,1,United States,5,0,1,30
3150,9,1,United States,5,3,1,0
3152,1,1,United States,4,1,0,10
3153,9,1,United States,4,1,1,0
3158,9,1,United States,4,3,1,4
3163,9,1,United States,4,3,0,20
3164,9,1,United States,5,3,1,3
3166,1,1,United States,4,1,1,0
3177,9,1,United States,5,3,1,0
3181,9,1,United States,5,1,1,5
3182,1,1,United States,3,1,1,15
3185,1,1,United States,5,3,1,25
3187,9,3,Canada,4,2,1,40
3189,9,1,United States,5,0,1,12
3192,1,1,United States,3,1,1,56
3193,9,1,United States,5,1,0,10
3197,9,1,United States,4,0,1,20
3199,9,2,United Kingdom,4,3,1,15
3206,9,1,United States,5,2,1,7
3212,9,5,Portugal,3,3,1,50
3213,9,1,United States,5,2,1,0
3217,1,1,United States,5,1,1,0
3233,9,1,United States,5,1,1,0
3235,9,1,United States,2,1,1,1
3236,1,1,United States,5,0,1,15
3237,1,1,United States,5,2,1,0
3240,9,1,United States,5,1,1,0
3241,1,1,United States,4,1,1,0
3247,1,1,United States,4,0,1,0
3248,1,5,Trinidad,4,1,1,0
3250,1,1,United States,4,2,0,20
3253,9,1,United States,5,2,1,0
3255,1,1,United States,5,3,1,20
3257,1,1,United States,5,1,0,1
3259,9,1,United States,5,3,1,0
3263,9,1,United States,5,1,1,2
3267,9,1,United States,5,3,1,100
3268,9,1,United States,5,0,0,2
3269,9,1,United States,4,3,1,0
3282,1,1,United States,5,3,1,1
3283,9,5,Algeria,5,3,1,6
3285,1,3,Canada,3,3,1,2550
3286,9,2,United Kingdom,5,3,1,51
3287,9,5,Italy,4,3,1,30
3288,9,1,United States,5,3,1,5
3289,9,3,Canada,5,2,0,9
3295,1,5,Belgium,4,1,0,20
3297,1,1,United States,4,2,0,0
3299,9,1,United States,5,0,0,0
3302,9,1,United States,4,0,0,2
3305,1,1,United States,5,2,1,20
3307,1,5,Germany,5,1,1,20
3309,1,1,United States,5,3,1,15
3312,9,1,United States,5,1,1,15
3314,1,1,United States,5,2,1,15
3315,1,1,United States,5,2,1,0
3318,9,1,United States,5,0,0,0
3325,9,1,United States,5,3,1,0
3328,1,1,United States,4,1,1,0
3329,1,2,United Kingdom,4,3,1,5
3334,1,1,United States,5,2,1,15
3337,9,1,United States,5,3,1,10
3338,9,1,United States,5,0,1,0
3341,9,1,United States,5,3,1,15
3343,9,3,Canada,5,3,1,4
3345,9,1,United States,4,3,1,5
3354,9,1,United States,5,1,1,20
3358,9,1,United States,5,3,1,30
3363,1,1,United States,4,3,0,11
3371,9,5,Ireland,4,1,0,0
3376,9,5,Poland,5,2,1,10
3378,9,1,United States,5,3,0,2
3380,1,2,United Kingdom,4,1,0,9
3381,9,1,United States,4,1,1,3
3385,9,1,United States,4,2,1,0
3399,9,1,United States,4,1,1,12
3402,9,1,United States,5,1,1,0
3403,9,1,United States,4,3,1,0
3414,9,1,United States,5,2,1,5
3421,9,1,United States,5,3,0,0
3422,1,1,United States,4,1,1,3
3423,9,1,United States,5,2,1,0
3424,1,2,United Kingdom,4,3,1,15
3425,9,1,United States,4,1,1,0
3426,9,1,United States,5,1,1,0
3427,9,1,United States,4,2,1,5
3434,1,1,United States,5,1,0,30
3439,9,1,United States,3,1,0,0
3440,1,1,United States,4,3,1,0
3444,9,1,United States,5,0,1,0
3447,9,5,China,4,2,0,10
3448,9,1,United States,5,1,1,0
3451,1,5,Australia,5,3,0,15
3456,9,1,United States,5,1,1,7
3460,9,1,United States,3,1,0,0
3470,1,1,United States,5,1,1,10
3474,9,1,United States,5,1,1,100
3478,9,1,United States,4,2,1,0
3480,9,3,Canada,4,0,0,0
3486,9,1,United States,5,1,1,30
3489,9,1,United States,5,1,1,0
3491,9,1,United States,5,1,1,2
3494,9,1,United States,5,1,1,7
3500,9,1,United States,4,2,1,5
3501,1,1,United States,5,2,1,3
3502,1,1,United States,5,3,1,10
3503,1,3,Canada,5,1,1,40
3512,9,1,United States,4,3,1,0
3516,1,1,United States,5,3,1,100
3517,1,1,United States,4,0,1,0
3523,1,1,United States,4,3,0,0
3529,9,1,United States,3,0,0,0
3533,9,1,United States,4,2,0,5
3535,9,1,United States,5,3,0,0
3536,9,1,United States,5,1,1,0
3546,9,1,United States,5,3,0,0
3555,9,1,United States,5,2,0,0
3557,1,5,Austria,4,1,0,90
3560,9,1,United States,4,2,1,0
3561,9,1,United States,5,1,1,20
3565,9,1,United States,5,3,1,30
3567,9,1,United States,4,2,1,3
3577,9,1,United States,5,1,1,0
3578,9,1,United States,5,2,1,12
3581,1,1,United States,2,2,0,0
3588,9,1,United States,4,2,1,25
3592,1,1,United States,5,0,0,0
3593,9,1,United States,4,2,0,2
3594,1,2,United Kingdom,5,2,1,20
3596,9,2,United Kingdom,5,1,1,0
3597,1,1,United States,4,3,1,0
3600,1,1,United States,5,3,1,10
3606,1,1,United States,5,3,1,20
3609,1,1,United States,4,2,1,0
3611,1,1,United States,3,1,0,0
3620,1,1,United States,5,3,1,45
3625,1,1,United States,5,1,1,5
3627,9,1,United States,5,1,1,0
3628,1,1,United States,5,0,0,6
3630,1,1,United States,5,2,0,10
3634,9,1,United States,4,2,0,2
3639,9,1,United States,4,1,1,2
3641,9,1,United States,3,2,0,0
3642,1,1,United States,5,1,0,5
3646,9,3,Canada,4,0,1,0
3654,9,1,United States,5,2,0,2
3655,9,2,United Kingdom,4,3,1,20
3663,1,1,United States,5,1,1,0
3664,9,1,United States,5,3,1,200
3672,9,1,United States,3,0,1,30
3683,9,1,United States,5,1,1,0
3687,1,1,United States,4,1,1,60
3688,9,1,United States,5,3,1,0
3689,9,3,Canada,5,1,1,5
3693,1,3,Canada,4,3,1,0
3695,1,1,United States,5,3,1,10
3697,9,1,United States,5,3,1,9
3700,9,1,United States,4,2,1,2
3703,1,1,United States,3,1,1,20
3707,9,1,United States,5,3,1,15
3711,9,3,Canada,5,2,1,0
3714,9,1,United States,5,1,1,3
3726,9,1,United States,5,3,1,0
3728,9,1,United States,5,2,1,200
3733,9,1,United States,4,3,1,0
3737,1,1,United States,5,2,1,15
3739,1,1,United States,5,1,1,40
3744,9,1,United States,4,3,1,4
3746,9,1,United States,5,2,0,0
3748,9,1,United States,5,3,1,2
3752,9,1,United States,5,2,1,10
3753,9,1,United States,5,1,0,0
3756,9,1,United States,4,1,1,20
3757,9,1,United States,5,3,1,300
3758,1,3,Canada,4,3,1,0
3761,9,1,United States,4,2,0,0
3763,1,1,United States,5,3,1,15
3766,9,1,United States,5,1,1,1
3767,9,1,United States,4,2,1,6
3771,9,1,United States,5,0,0,0
3773,9,1,United States,4,2,1,7
3778,9,1,United States,5,3,1,2
3779,9,1,United States,4,2,1,0
3782,9,1,United States,5,3,1,30
3783,9,1,United States,5,2,1,0
3788,9,1,United States,5,3,1,15
3790,1,1,United States,5,3,1,10
3791,9,1,United States,5,1,1,0
3794,9,1,United States,5,1,1,0
3795,1,1,United States,5,2,0,30
3796,9,1,United States,5,3,1,100
3798,9,5,Australia,5,3,1,50
3800,9,1,United States,5,2,0,0
3802,9,1,United States,5,2,1,2
3805,1,1,United States,4,2,1,0
3810,1,1,United States,5,0,0,0
3813,9,2,United Kingdom,3,3,1,0
3818,9,1,United States,5,0,1,0
3819,9,2,United Kingdom,5,2,1,3
3823,9,1,United States,5,3,1,0
3824,9,5,Bulgaria,5,3,1,1
3827,1,1,United States,5,1,0,0
3831,1,1,United States,5,1,0,5
3832,1,1,United States,5,3,1,5
3833,9,1,United States,4,3,1,0
3834,9,1,United States,5,3,0,36
3835,1,3,Canada,4,1,0,2
3837,1,1,United States,5,2,1,15
3849,1,1,United States,4,2,0,100
3852,1,1,United States,5,2,1,0
3853,1,1,United States,5,3,1,0
3855,1,1,United States,5,1,1,300
3860,9,1,United States,5,3,1,10
3861,9,1,United States,4,3,1,58
3863,9,1,United States,4,2,1,5
3867,9,1,United States,4,3,1,25
3868,9,1,United States,4,3,1,0
3870,9,3,Canada,4,1,1,9
3872,9,1,United States,3,1,1,0
3879,1,5,Georgia,4,2,0,0
3881,1,2,United Kingdom,5,1,0,5
3886,9,3,Canada,4,3,1,30
3892,9,1,United States,5,3,1,5
3894,9,1,United States,4,0,0,0
3896,9,1,United States,4,3,1,55
3899,1,1,United States,5,1,1,0
3901,1,1,United States,5,1,0,0
3903,9,1,United States,5,3,1,0
3906,9,1,United States,4,3,0,0
3908,9,1,United States,5,1,1,10
3909,9,3,Canada,5,3,1,0
3913,9,1,United States,5,2,1,8
3914,9,1,United States,4,3,1,0
3916,9,1,United States,5,3,1,20
3917,9,1,United States,5,1,0,0
3918,9,1,United States,4,2,1,0
3919,9,1,United States,4,1,1,0
3921,9,1,United States,5,3,1,20
3926,9,1,United States,5,3,0,100
3927,1,1,United States,5,1,1,0
3930,9,5,Philippines,4,1,0,50
3935,9,1,United States,5,1,0,0
3944,1,1,United States,4,1,1,2
3945,1,1,United States,5,3,1,0
3953,1,1,United States,4,3,1,16
3954,9,1,United States,5,2,1,5
3959,1,1,United States,5,3,1,5
3961,1,1,United States,4,1,0,0
3963,9,1,United States,5,3,1,2
3969,1,1,United States,5,1,1,5
3972,9,1,United States,4,2,1,0
3973,9,1,United States,5,2,1,8
3974,9,1,United States,5,3,1,0
3977,1,1,United States,5,2,0,5
3980,1,1,United States,4,3,1,5
3982,9,1,United States,5,2,1,3
3984,1,1,United States,5,2,1,20
3993,9,1,United States,5,2,1,5
3996,9,1,United States,5,3,1,0
4007,9,1,United States,3,1,0,0
4015,9,1,United States,4,2,0,0
4017,9,1,United States,4,0,0,0
4029,9,1,United States,4,2,1,3
4030,9,3,Canada,5,1,1,0
4042,1,1,United States,5,1,0,10
4043,9,1,United States,5,1,0,5
4046,9,1,United States,5,3,0,0
4048,1,1,United States,5,0,0,0
4052,9,1,United States,4,0,0,0
4056,9,1,United States,5,0,1,0
4060,9,1,United States,5,3,1,0
4062,9,1,United States,4,2,1,25
4069,9,1,United States,5,2,1,0
4072,9,1,United States,5,1,1,0
4073,9,1,United States,4,3,0,30
4079,9,1,United States,4,2,1,0
4083,9,1,United States,4,2,1,12
4087,9,1,United States,5,3,1,5
4088,9,1,United States,5,2,1,20
4091,9,1,United States,4,3,1,0
4095,1,1,United States,4,3,1,10
4100,1,5,Germany,4,3,0,5
4101,9,5,Italy,4,3,1,3
4102,1,2,United Kingdom,5,2,1,600
4106,9,1,United States,4,0,1,0
4107,9,1,United States,4,2,1,5
4108,9,1,United States,5,3,1,5
4110,1,1,United States,4,3,1,47
4113,1,1,United States,5,3,0,0
4114,9,1,United States,4,2,1,20
4118,1,5,Kazakhstan,4,2,1,0
4121,9,2,United Kingdom,3,3,1,0
4122,1,1,United States,5,3,1,22
4125,9,1,United States,4,3,0,5
4130,1,1,United States,5,1,1,20
4135,1,2,United Kingdom,3,1,1,0
4138,9,1,United States,5,3,1,3
4143,9,1,United States,4,3,1,50
4145,9,1,United States,5,3,1,2
4147,9,1,United States,5,1,0,10
4149,1,1,United States,4,1,1,50
4152,9,1,United States,5,3,1,10
4155,9,1,United States,4,1,1,100
4157,9,1,United States,4,2,1,0
4162,9,1,United States,4,2,0,1
4168,1,1,United States,5,2,1,20
4169,9,3,Canada,4,0,0,0
4170,9,1,United States,4,3,0,0
4173,1,1,United States,5,3,1,2
4175,9,1,United States,4,1,0,10
4176,9,1,United States,5,2,1,0
4181,1,1,United States,4,1,0,35
4183,9,1,United States,4,2,1,0
4192,1,1,United States,4,3,1,100
4193,9,1,United States,4,0,0,0
4194,9,1,United States,5,1,1,20
4195,9,1,United States,5,3,1,5
4198,9,1,United States,5,1,1,0
4200,9,5,New Zealand,3,2,0,0
4201,9,1,United States,4,3,1,0
4202,9,1,United States,5,1,1,10
4203,9,1,United States,3,2,1,10
4205,1,1,United States,4,3,0,0
4208,1,1,United States,5,3,1,0
4213,9,1,United States,5,2,0,35
4214,1,1,United States,4,2,0,0
4220,1,1,United States,5,3,1,1
4221,1,5,Australia,3,0,0,0
4223,9,5,Nauru,5,3,1,5
4234,9,1,United States,5,3,1,2
4235,1,1,United States,3,3,1,10
4236,9,1,United States,5,0,0,3
4238,9,3,Canada,4,3,1,1
4242,1,1,United States,4,2,1,2
4245,9,1,United States,3,1,0,0
4248,1,1,United States,5,3,1,0
4250,9,1,United States,3,1,0,0
4252,1,5,Portugal,5,3,1,920
4254,9,1,United States,5,1,0,0
4256,1,1,United States,4,0,0,0
4261,9,1,United States,5,2,1,0
4264,9,1,United States,5,1,1,0
4273,1,1,United States,5,3,1,28
4274,9,1,United States,4,3,1,20
4276,9,1,United States,4,1,0,20
4281,9,1,United States,5,0,0,0
4282,1,1,United States,3,2,1,35
4283,9,1,United States,4,1,0,0
4285,1,1,United States,4,1,1,9
4286,9,1,United States,4,1,1,9
4291,1,1,United States,4,2,1,0
4298,1,1,United States,3,2,0,0
4299,1,1,United States,5,3,1,10
4301,9,1,United States,5,3,1,20
4303,9,1,United States,5,3,1,0
4309,1,1,United States,4,2,1,50
4318,1,1,United States,5,0,0,0
4319,9,1,United States,5,1,1,7
4320,9,2,United Kingdom,5,3,1,5
4321,9,1,United States,5,3,1,100
4327,1,1,United States,5,2,0,0
4330,9,1,United States,3,0,0,0
4331,9,1,United States,4,2,0,0
4332,9,1,United States,5,2,1,20
4333,1,1,United States,4,1,1,5
4334,9,1,United States,5,2,1,45
4335,9,1,United States,4,1,0,0
4336,9,1,United States,4,1,1,2
4342,9,1,United States,3,3,1,4
4343,9,3,Canada,4,3,0,1
4350,9,1,United States,5,2,0,0
4360,9,1,United States,5,3,1,0
4362,9,1,United States,5,1,1,0
4373,9,1,United States,4,2,1,11
4375,9,5,Israel,5,0,1,10
4379,1,1,United States,4,1,1,1
4381,9,1,United States,5,3,1,0
4386,1,1,United States,4,3,0,0
4388,9,5,South Africa,3,1,1,0
4389,9,2,United Kingdom,4,3,1,10
4390,9,2,United Kingdom,5,2,0,6
4392,1,1,United States,5,3,1,245
4395,1,1,United States,4,2,1,0
4396,1,1,United States,5,3,1,150
4399,9,1,United States,4,0,1,0
4400,9,1,United States,5,3,1,35
4403,9,1,United States,3,1,0,78
4404,9,1,United States,4,2,0,0
4405,9,1,United States,5,3,0,25
4407,9,5,Australia,4,1,1,35
4413,1,1,United States,4,1,1,5
4414,9,1,United States,5,2,1,20
4418,9,1,United States,5,1,1,0
4426,9,1,United States,5,1,0,0
4427,9,1,United States,4,2,0,0
4439,9,1,United States,5,0,0,0
4444,9,1,United States,4,0,1,0
4446,9,5,Portugal,4,3,1,150
4448,9,1,United States,4,1,1,0
4449,9,1,United States,4,2,0,0
4453,9,1,United States,5,3,1,113
4454,1,1,United States,5,2,1,15
4456,1,1,United States,5,3,1,5
4457,1,1,United States,5,0,0,0
4461,9,1,United States,4,1,1,2
4467,1,1,United States,5,1,0,0
4469,9,5,Australia,4,3,0,1
4473,9,1,United States,4,3,1,50
4478,1,1,United States,4,1,1,0
4479,9,1,United States,3,2,1,15
4488,9,1,United States,5,3,1,2
4489,9,1,United States,5,3,1,25
4491,9,1,United States,4,3,1,0
4494,9,1,United States,5,3,1,0
4497,9,1,United States,4,2,0,0
4504,1,2,United Kingdom,4,3,1,15
4509,9,1,United States,5,3,0,0
4512,9,2,United Kingdom,5,1,1,45
4517,9,1,United States,5,2,1,0
4519,9,1,United States,4,2,1,30
4530,9,1,United States,5,3,0,30
4532,9,1,United States,5,3,1,15
4534,1,1,United States,5,2,1,4
4537,9,1,United States,5,3,1,20
4548,9,1,United States,4,1,1,0
4550,9,1,United States,3,2,1,0
4554,9,1,United States,4,3,1,100
4555,9,1,United States,4,3,0,0
4558,9,1,United States,5,3,0,0
4559,9,1,United States,5,3,1,0
4561,9,1,United States,1,1,1,30
4566,9,1,United States,4,1,1,20
4568,9,1,United States,5,2,1,10
4570,9,1,United States,4,1,1,0
4571,9,1,United States,5,1,1,50
4578,9,5,Philippines,5,0,0,0
4579,1,1,United States,5,3,1,180
4583,9,1,United States,4,2,1,10
4584,9,1,United States,5,0,0,0
4589,1,1,United States,5,3,1,5
4605,9,1,United States,4,3,0,0
4606,1,1,United States,5,3,1,10
4610,9,5,Albania,5,0,0,0
4612,1,1,United States,5,1,1,1
4622,9,1,United States,5,3,1,10
4623,9,1,United States,5,2,1,6
4632,9,1,United States,5,1,1,10
4634,9,1,United States,5,3,1,21
4635,1,1,United States,5,1,1,30
4638,9,1,United States,5,1,1,20
4642,1,1,United States,5,2,1,6
4649,9,2,United Kingdom,5,2,1,2
4654,1,1,United States,4,1,0,0
4655,9,1,United States,4,0,1,0
4656,1,1,United States,4,3,1,0
4660,1,1,United States,5,3,1,0
4666,1,3,Canada,4,3,1,25
4667,1,1,United States,5,2,1,6
4671,9,1,United States,4,3,0,0
4673,1,1,United States,5,3,1,0
4677,1,1,United States,4,1,1,0
4678,9,1,United States,4,3,1,17
4679,9,3,Canada,5,3,1,80
4682,9,3,Canada,4,1,1,30
4684,9,1,United States,5,3,1,20
4689,1,1,United States,4,1,0,0
4696,1,1,United States,4,3,0,45
4697,1,5,Lebanon,5,3,1,17
4704,1,1,United States,5,3,1,20
4705,9,1,United States,5,3,1,5
4715,9,3,Canada,5,1,0,0
4716,9,1,United States,4,3,0,20
4718,9,1,United States,4,2,1,150
4724,1,1,United States,5,3,1,20
4725,9,1,United States,5,1,1,10
4727,9,1,United States,4,1,0,1
4728,9,5,Trinidad,4,1,1,0
4737,9,1,United States,4,2,1,0
4742,1,1,United States,4,0,0,20
4744,1,1,United States,5,1,1,2
4749,1,1,United States,5,3,1,7
4750,1,1,United States,5,1,1,20
4753,1,1,United States,4,3,1,0
4755,9,1,United States,5,1,1,12
4757,9,1,United States,5,3,1,0
4760,1,1,United States,5,2,1,0
4767,9,1,United States,4,0,0,0
4769,9,1,United States,5,3,1,50
4770,1,1,United States,5,3,1,0
4771,1,5,Barbados,1,0,1,3
4780,9,1,United States,5,2,1,54
4781,1,5,Australia,5,3,1,3
4788,9,1,United States,4,3,1,7
4797,9,1,United States,4,1,1,200
4804,9,1,United States,5,1,0,0
4807,1,1,United States,4,1,1,0
4809,9,1,United States,5,2,1,0
4813,1,1,United States,4,3,1,60
4815,9,1,United States,5,2,0,1000
4818,9,5,Zambia,5,1,1,0
4827,9,2,United Kingdom,5,3,1,5
4833,9,1,United States,5,3,0,35
4843,9,1,United States,5,2,1,24
4844,9,1,United States,4,0,0,0
4850,9,1,United States,5,0,1,0
4856,9,1,United States,3,0,0,0
4860,9,1,United States,3,1,0,0
4868,9,1,United States,5,1,1,1
4874,9,1,United States,5,3,1,0
4880,9,5,New Zealand,3,2,0,10
4882,1,1,United States,4,2,0,0
4883,1,1,United States,5,1,0,100
4886,1,1,United States,5,0,1,0
4887,9,1,United States,5,3,1,0
4892,9,1,United States,5,3,1,14
4893,9,1,United States,5,3,0,200
4896,9,1,United States,5,3,1,2
4899,1,1,United States,5,1,1,0
4901,9,1,United States,5,3,1,0
4905,9,1,United States,5,0,1,5
4907,9,3,Canada,4,2,1,10
4908,9,1,United States,5,3,1,0
4910,9,5,Bahrain,4,1,1,25
4911,9,1,United States,4,3,0,0
4914,9,3,Canada,4,2,1,0
4924,9,1,United States,5,2,1,100
4930,1,1,United States,4,2,1,15
4934,9,1,United States,3,2,1,0
4937,1,1,United States,5,2,1,0
4940,9,1,United States,5,2,1,0
4941,9,1,United States,5,2,0,18
4942,9,1,United States,3,1,1,0
4943,9,1,United States,4,1,1,0
4944,9,1,United States,4,3,1,30
4947,9,3,Canada,4,1,1,10
4950,1,1,United States,5,0,1,0
4957,9,1,United States,3,1,1,5
4960,9,1,United States,5,1,1,32
4961,9,1,United States,5,0,0,500
4981,1,1,United States,5,2,1,0
4989,9,2,United Kingdom,5,1,0,0
4995,9,1,United States,5,0,0,2
4999,9,1,United States,1,0,0,0
5002,9,1,United States,5,2,1,30
5003,9,1,United States,4,2,1,0
5006,9,1,United States,4,1,1,25
5007,9,1,United States,5,1,1,4
5009,9,2,United Kingdom,5,0,1,45
5018,9,1,United States,5,3,1,1
5028,9,1,United States,5,3,1,3
5030,9,1,United States,4,1,0,5
5032,9,1,United States,5,1,1,15
5033,1,1,United States,4,1,0,0
5038,9,1,United States,5,3,1,1
5052,9,1,United States,4,3,1,20
5058,1,3,Canada,4,2,0,1
5061,9,1,United States,5,0,0,0
5067,9,1,United States,5,2,1,18
5073,9,1,United States,5,2,0,0
5076,9,1,United States,3,2,1,0
5080,9,5,Australia,5,2,1,5
5085,9,1,United States,4,3,1,22
5089,9,1,United States,4,1,1,0
5091,9,1,United States,5,1,0,12
5093,9,1,United States,5,1,1,0
5094,9,1,United States,5,0,0,0
5095,1,1,United States,4,1,1,80
5096,1,1,United States,5,1,1,0
5098,9,1,United States,5,1,0,2
5100,1,1,United States,5,2,1,5
5102,1,5,Australia,5,3,0,5
5104,9,1,United States,5,0,0,0
5111,9,2,United Kingdom,4,3,1,5
5114,9,3,Canada,4,3,1,20
5115,1,1,United States,5,3,0,0
5117,9,1,United States,5,0,1,25
5118,9,1,United States,5,3,1,5
5119,9,1,United States,5,1,1,0
5120,9,1,United States,5,3,0,36
5122,9,1,United States,4,3,1,0
5125,9,1,United States,5,3,1,143
5130,9,1,United States,5,3,1,10
5138,9,1,United States,4,1,1,1
5147,1,1,United States,4,3,0,2
5152,1,3,Canada,5,1,0,20
5153,9,1,United States,4,2,1,13
5155,9,1,United States,4,2,1,0
5166,9,1,United States,5,1,1,5
5168,9,1,United States,5,2,1,0
5173,9,1,United States,4,1,1,0
5175,9,1,United States,4,2,1,0
5176,1,2,United Kingdom,4,1,1,1
5178,9,1,United States,5,3,1,15
5185,9,1,United States,4,0,0,250
5190,1,1,United States,4,2,1,50
